sentence,睿智,狂野,活力,佛系,浪漫,善良,幽默
喔~怎麼摔哈哈,9,7,11,11,8,13,10
沒受傷?,9,7,11,11,8,13,10
哦~哈哈受用無窮,9,7,11,11,8,13,10
其實我也不知道，就是想說就是感覺還不錯，就是有一個感覺加入一個團隊,9,7,11,11,8,13,10
因為排球其實還蠻講求合作的,9,7,11,11,8,13,10
然後因為從系隊裡面選的話，籃球我就不太行然後足球也不太行,9,7,11,11,8,13,10
然後就是想說羽球跟排球，但是就是想說排球六個人嘛~,9,7,11,11,8,13,10
然後因為以前可能有打過甚麼班際排球比賽就覺得 喔還蠻有趣的這樣,9,7,11,11,8,13,10
對然後就一直打到現在，就是，都沒有退過就一直待著,9,7,11,11,8,13,10
就是那種班際排球比賽上場打一下那種,9,7,11,11,8,13,10
對對對 然後就沒有再打過了,9,7,11,11,8,13,10
喔我們排球也會學怎麼摔比較不會受傷之類的,9,7,11,11,8,13,10
因為有時候要撲球,9,7,11,11,8,13,10
嗯嗯嗯,9,7,11,11,8,13,10
恩好像通常就是會穿護膝吧,9,7,11,11,8,13,10
對,9,7,11,11,8,13,10
真的喔,9,7,11,11,8,13,10
哦哦哦,9,7,11,11,8,13,10
哦哦了解，我沒有進過中正堂，中正堂很難進,9,7,11,11,8,13,10
我們都在戶外打，就很曬，超曬的,9,7,11,11,8,13,10
嗯嗯嗯嗯 對啊就很曬,9,7,11,11,8,13,10
都有但是如果是比賽甚麼的就可能會正中午打球,9,7,11,11,8,13,10
因為賽程有時候會排到甚麼一點到兩點,9,7,11,11,8,13,10
對啊超熱,9,7,11,11,8,13,10
那時候不知道幾月的時候有比賽，比完直接黑一階,9,7,11,11,8,13,10
然後慢慢白回來，然後又有比賽又黑一階,9,7,11,11,8,13,10
會但其實好像沒什麼用因為汗流一流就掉了,9,7,11,11,8,13,10
然後手又一直打到球球就磨掉了,9,7,11,11,8,13,10
然後比賽你又不會有心思去塗防曬，然後就整個都黑的,9,7,11,11,8,13,10
中午練球?為甚麼?,9,7,11,11,8,13,10
喔喔晚上要錢,9,7,11,11,8,13,10
中午超熱,9,7,11,11,8,13,10
喔好辛苦喔~,9,7,11,11,8,13,10
哈哈 這麼誇張,9,7,11,11,8,13,10
對啊其實沒有用,9,7,11,11,8,13,10
對真的,9,7,11,11,8,13,10
都是小的像宿營那種,9,7,11,11,8,13,10
就是系上宿營然後跑一個拍片或是攝影這樣,9,7,11,11,8,13,10
對~,9,7,11,11,8,13,10
喔真的喔,9,7,11,11,8,13,10
嗯嗯,9,7,11,11,8,13,10
恩,9,7,11,11,8,13,10
恩恩,9,7,11,11,8,13,10
哦~我現也很想存錢買一台相機，就可能出去玩可以拍照之類的我覺得很療癒哈哈,9,7,11,11,8,13,10
恩恩,9,7,11,11,8,13,10
喔對,9,7,11,11,8,13,10
對~,9,7,11,11,8,13,10
有啊,9,7,11,11,8,13,10
沒有我沒有試過,9,7,11,11,8,13,10
不是說甚麼前後兩千萬甚麼的，廣告超洗腦的,9,7,11,11,8,13,10
對對對~超猛的,9,7,11,11,8,13,10
哦真的喔，我同學用OPPO我有見識過他的自拍，真的很猛,9,7,11,11,8,13,10
哦~不是，這裡應該很少大一的吧,9,7,11,11,8,13,10
我也聽不出來,9,7,11,11,8,13,10
哦~好酷喔,9,7,11,11,8,13,10
嗨你好,10,5,10,8,12,12,7
我先自我介紹：我是自由的海豚，我是工學院那邊，就平常就是比較忙，所以剛好同學說要來參加這個活動，然後興趣就是跟影片拍的一樣，我應該算是比較文靜的那種，然後喜歡看書，然後寫鋼體字，因為我覺得鋼筆字很漂亮，就之前九乘九特價有買一支來寫，然後還有管樂社然後是吹長笛的，然後平常的話比較特別的應該是有在品茶，我家人有在喝茶，然後就跟他們一起喝一喝這樣子，然後平常的話就是在學校工作比較多這樣子，然後大概是這樣子。,10,5,10,8,12,12,7
有我有看到那個！,10,5,10,8,12,12,7
有有有！,10,5,10,8,12,12,7
我是笑點很低的，因為就平常在學校的話就應該都是我的笑聲吧，呵呵呵∼他們都說我智商比較低，然後每天就在那邊笑。,10,5,10,8,12,12,7
是比較忙得關係嗎？系上比較忙？,10,5,10,8,12,12,7
早上，五點多，冬天還要起來。,10,5,10,8,12,12,7
韓劇，我這就很少看了。,10,5,10,8,12,12,7
是哪一種劇情的比較多？,10,5,10,8,12,12,7
韓綜，有看嗎？,10,5,10,8,12,12,7
之前有running man那個對不對？,10,5,10,8,12,12,7
就傷腦，因為平常已經夠那個了。,10,5,10,8,12,12,7
youtuber有在看嗎？,10,5,10,8,12,12,7
我有看很多，要不然試試看：三元，然後Uma，然後Joeman，然後剩我諄藝我覺得不錯，然後還有滿多的我想一下喔，還有很鹹濕的，什麼什麼……什麼什麼......還有反骨，然後日劇我推薦的是，日劇我看很多，感動的話那種我都會看，看起來就很開心的感覺，搞笑的話我也有看，你有看過什麼「人類觀察」嗎？反正他就是一個劇情就是很扯，劇情就是讓路人不知道，然後去嚇他，動物園裡面兩個搞笑藝人就穿猩猩的衣服，就坐在裡面，越來越誇張。然後，一開始小朋友跟他們打招呼，他們就呵∼呵∼呵∼呵∼他旁邊的人就傻眼，最後他們在裡面打架啊、摔角啊，然後外面的人就很傻眼，還滿好笑的，還滿大的，在日本TVB電台的滿好笑的節目，還有一個是有兩個跑酷，他們是全世界最厲害的玩家，然後扮成老奶奶。,10,5,10,8,12,12,7
對！扮成夫妻在吵架，用特技去吵架，然後旁邊路人看到就很傻眼這樣，我是看日劇比較多，對！這樣，韓劇的話就比較少。,10,5,10,8,12,12,7
對！越短越好，節奏很快，可以很快地進行。,10,5,10,8,12,12,7
阿你是來成大一陣子了嗎？,10,5,10,8,12,12,7
對對對對，就是短或是長就好了。,10,5,10,8,12,12,7
然後有遇到什麼有趣的事嗎？就是在學校。,10,5,10,8,12,12,7
就是特別，就是來這段時間，上大學之後。,10,5,10,8,12,12,7
呵呵∼,10,5,10,8,12,12,7
我們系的話是，功課比較多的那一種，平常都去圖書館泡好、泡滿，所以就很少這種活動。,10,5,10,8,12,12,7
不會啦！像成大超猛的，出去超好找。,10,5,10,8,12,12,7
你是北部、中部，還南部人？,10,5,10,8,12,12,7
最近好像有聖誕節活動，但南部好像比較少，好像就是我的觀察，好像就是幾棵聖誕樹這樣，是大棵的，然後台北跟台中好像都滿有趣的。,10,5,10,8,12,12,7
我是中部人，然後就是之前有帶他們去玩，聖誕節的時候可以從台灣大道一路往上玩，我覺得很不錯喔，因為它上面有很多市集，我很喜歡逛市集，平常同學滿喜歡逛的，喔對！台南也有很多市集。,10,5,10,8,12,12,7
對啊，平常假日什麼的，去逛一波。,10,5,10,8,12,12,7
喔真假！你是會買的那一種？,10,5,10,8,12,12,7
台南超多，看有什麼好吃的。,10,5,10,8,12,12,7
所以就沒辦法。,10,5,10,8,12,12,7
可以網購，而且滿便宜的，而且什麼都有，就是可以試試看，我覺得還不錯，什麼蝦皮啊那種，我就是用網購把我宿舍變得很溫暖這樣，就是很多這種東西，最近……台南不知道有什麼有趣的活動？,10,5,10,8,12,12,7
"電影,你會喜歡看很多劇情腳再一起的那種？就是比方說，最近那個也是日劇，然後他是那個在一杯咖啡冷掉之前。",10,5,10,8,12,12,7
先不要把你爆雷。,10,5,10,8,12,12,7
我是看我木頭人朋友都發文了。,10,5,10,8,12,12,7
對對對∼你可以看日劇那個，現在網路上都有……doctor,10,5,10,8,12,12,7
你好,10,5,10,8,12,12,7
我先自我介紹好了，就是我是自由的海豚，我是唸理工學院，平常比較忙，同學揪介紹來這邊，我的興趣的話算是比較靜態的那種，平常就是比較喜歡看簡書，課外以萬的書，我之前次管樂社的，我是管樂社的吹長笛的，我就是跟影片上一樣，會寫鋼筆，之前九成九特價就買了，就會來抄筆記字自動就會變漂亮，然後我想一下喔，興趣的話還有…….大概差不多了。,10,5,10,8,12,12,7
就是我覺得他很開心、無拘無束的感覺，平常事情很多很忙。,10,5,10,8,12,12,7
對對對差不多是這樣子，然後我喜歡看日劇，日劇的話就是都…...日劇的話就很細膩、很溫暖的感覺，就是很感動這種東西我都滿喜歡看的，電影的話也滿喜歡的，最近的話有那個在一杯咖啡冷掉之前，他是滿好看的，他就是說在可以選一個時段可以回到那個過去，假如就是只有一杯咖啡冷掉的時間，然後劇情的話還沒看，準備要看，舊同學揪一揪，平常喜歡逛市集。,10,5,10,8,12,12,7
試試看，之前有什麼台灣文學步道那種，然後還有…...那些名字我都記不太起來那個名字有點奇怪，喔差不多就是這樣。,10,5,10,8,12,12,7
真的假的？,10,5,10,8,12,12,7
你有什麼興趣嗎？,10,5,10,8,12,12,7
特別喜歡，來活洞之前特別有趣的事情。,10,5,10,8,12,12,7
手遊！,10,5,10,8,12,12,7
喔∼好厲害喔，拿那個電繪板在那邊畫嗎？,10,5,10,8,12,12,7
強！,10,5,10,8,12,12,7
厲害！就是畫那個很漂亮那種圖嗎？就是類似線上游戲那種很漂亮人物的圖。,10,5,10,8,12,12,7
好厲害！,10,5,10,8,12,12,7
營隊的話我沒參加過。,10,5,10,8,12,12,7
我幾乎都待在圖書館裡面。,10,5,10,8,12,12,7
我都在四樓，因為三樓就是那個很開放、很多人，然後四樓就一個走道，四樓就比較安靜，總而言之言而總之，就是人比較少。,10,5,10,8,12,12,7
可是有一種壓迫感，我不喜歡地下室啦！我啦我啦！,10,5,10,8,12,12,7
我是很喜歡在四樓，因為可以看風景。,10,5,10,8,12,12,7
發呆一下下∼,10,5,10,8,12,12,7
你是中部人嗎？北部？,10,5,10,8,12,12,7
聖誕節應該超多活動？因為我覺得南部很少，就沒有什麼。,10,5,10,8,12,12,7
那個我沒有去過。,10,5,10,8,12,12,7
我是想要去那種超大，我之前去台中，我們系主任會在中庭吹薩克斯風，老師會組一個band，會辦一個像流水席，大家就會流浪漢一樣，大家就會瘋狂衝鋒，蹦蹦蹦蹦衝下來，整個中庭都是人。,10,5,10,8,12,12,7
真的假的？,10,5,10,8,12,12,7
台中的話你有去過了嗎？,10,5,10,8,12,12,7
現在改很多，現在就是爆幹多市集，很多很漂亮的小地方，應該就是ig打卡的聖地，聖誕節超棒的，有一個叫勤美金典綠園道，前面就是一個很大的廣場然後像自強校區一樣，前面都種草皮，假日會有舞台，就是會有藝人表演，很多人在遛狗、野餐，假如天氣好的話真的超棒的，旁邊有百貨公司，然後旁邊有文創的市集然後後面整個是聖誕的市集，草地旁邊還有個超大的市集，那邊之前還有看過一台遊覽車弄了一個很奇怪的咖啡廳，然後逛完沿著中港路上去有一個歌劇院，歌劇院很漂亮，我真的很推歌劇院，因為它裡面也是文創裝好、裝滿，整個很漂亮就是有咖啡店在裡面，沿著上去有東海大學聖誕節，上面真的超棒的整個都是人，大家就一起唱個，然後就超嗨的那種，中間有一個路思義教堂，然後教堂裡面有牧師在祈福撞鐘，撞一百次鐘如果你數對的話這一年就會很幸運，台中大概是這樣子。,10,5,10,8,12,12,7
你喜歡去嗎，這類的活動？,10,5,10,8,12,12,7
你以後有什麼想要做的？就是夢想之類的，我隨便亂問的，呵呵呵∼隨便聊沒關係，就是之後想做的事,10,5,10,8,12,12,7
是台南這邊的嗎？,10,5,10,8,12,12,7
喔∼是成大的，尷尬！,10,5,10,8,12,12,7
企業是說一個公司還是？,10,5,10,8,12,12,7
嗨你好,10,10,13,10,8,14,13
哈哈∼,10,10,13,10,8,14,13
你有看到那個娃娃？,10,10,13,10,8,14,13
我是有趣的恐龍，應該說我就是還沒熟之前就是看不出來，還沒熟之前可能話很少，熟了之後就會很high的那一種，所以就是像我如果在系上、或是跟室友在一起，我就會跟室友講很多有趣的事情，或是笑話之類的，然後雖然他們都覺得不好笑，但我自己覺得很好笑。,10,10,13,10,8,14,13
沒有關係，我也是笑點很低的那一種。然後還有，我的興趣比較就是有動、有靜吧！像我喜歡素描，然後很「靜」的那一種，我另外一個興趣就是打籃球，我現在沒在打，但我高中的時候是籃球隊，因為身高的關係，所以才在打，可是上大學之後就比較沒有在打,10,10,13,10,8,14,13
對！系上的話主要是練早球。,10,10,13,10,8,14,13
對！我就放棄，當興趣就好了，喔∼還有有空的話我喜歡看韓劇。,10,10,13,10,8,14,13
沒有關係∼,10,10,13,10,8,14,13
好笑的，就是那種浪漫喜劇，可以紓壓的那一種。,10,10,13,10,8,14,13
韓綜也行！,10,10,13,10,8,14,13
就很好笑，我喜歡好笑的，就是如果看那種推理或恐怖的就會……哎，怎麼講啊？,10,10,13,10,8,14,13
對！已經夠傷腦了，還要想那些劇情更傷腦，所以還是喜歡笑完就沒了的那一種;或是比較短的，我喜歡短的那一種，就是像網路劇就那一種很快、不會有壓力。,10,10,13,10,8,14,13
有,10,10,13,10,8,14,13
突然翻一圈這樣？,10,10,13,10,8,14,13
對啊，其實我平常也不一定都是在看韓劇啦！有時候youtube有比較有趣的影片，我推薦清單上就是都是好笑的那一種，而且我是越短越好。,10,10,13,10,8,14,13
就是很好笑我可以笑很久的那一種。,10,10,13,10,8,14,13
我來，恩，但是不能透露我的年紀。,10,10,13,10,8,14,13
中等，呵呵∼,10,10,13,10,8,14,13
有趣的事嗎？,10,10,13,10,8,14,13
其實我們系上的人本身就滿有趣的了，就是大家都很多幹話。,10,10,13,10,8,14,13
對對對，我不知道是只有我們系這樣，還是其實是我們系性質的關係，反正就是大家都愛會幹話，就是那種給他一個麥克風他就可以講一整個晚上之類的，像我們…….誒，不知道這個能不能講，就是宿營，反正不是很多系宿營才剛結束，我們系是那種，如果離表定時間還很久的話，給他一個麥克風他就可以撐到表定時間結束，就是隨便亂喇勒的那一種，對∼這就是比較好玩的地方，就剛好我的個性比較適合我們系吧！,10,10,13,10,8,14,13
我們系上課業比較沒那麼重，這樣會不會出去找不到工作？,10,10,13,10,8,14,13
畢竟有這個頭銜，就是比較好找。,10,10,13,10,8,14,13
你說我嗎？我是南部人。,10,10,13,10,8,14,13
比較有那種氣氛吧！,10,10,13,10,8,14,13
對！台南很多市集。,10,10,13,10,8,14,13
而且我每一次去逛市集都會買很多東西。,10,10,13,10,8,14,13
對！我是那種腦波很弱的，我室友也是，我們通常假日都會睡到中午之類的，然後就約一約然後騎腳踏車出去，因為我們兩個都沒有車，沒有摩托車，所以就只能騎腳踏車，就當運動，然後騎出去看有什麼地方可以逛。,10,10,13,10,8,14,13
對啊，順便試吃好吃的，然後我們就會一邊出去一次，然後就會一直逛，看到什麼都會想買，然後通常就是，因為我們是三個人住在一起，通常是有一個室友會阻止我們買東西，是他假日會回家。,10,10,13,10,8,14,13
對，就會沒辦法阻止我們，所以我們就兩個人，看這個要不要買啊、還是我們一起吃就好，就還是買了，然後就會變成看到什麼東西想吃，就一起share就沒事，然後就會買一堆東西。,10,10,13,10,8,14,13
最近 ……,10,10,13,10,8,14,13
我還沒看，但是我很想看。,10,10,13,10,8,14,13
對，我聽說很好看！,10,10,13,10,8,14,13
這是很感人那一種嗎？,10,10,13,10,8,14,13
那我們要先交換這個…,10,10,13,10,8,14,13
謝謝∼是要２吧,10,10,13,10,8,14,13
謝謝∼,10,10,13,10,8,14,13
怎麼了,10,10,13,10,8,14,13
嗨∼要先自我介紹嗎,10,10,13,10,8,14,13
我是有趣的恐龍,10,10,13,10,8,14,13
我興趣…嗯我興趣是素描,10,10,13,10,8,14,13
對,10,10,13,10,8,14,13
嗯…沒有到很會，但是就是興趣 對，然後還有…,10,10,13,10,8,14,13
呵呵∼可是我是反差，我興趣差異有點大，就是從很靜到很動，就是像很靜就是素描，然後比較動的興趣就是打籃球,10,10,13,10,8,14,13
嗯,10,10,13,10,8,14,13
沒有我沒有加系隊但是我高中是校隊的,10,10,13,10,8,14,13
對∼呵呵,10,10,13,10,8,14,13
但是上大學之後就沒有打了,10,10,13,10,8,14,13
那你有甚麼興趣嗎,10,10,13,10,8,14,13
音樂,10,10,13,10,8,14,13
嗯∼那你會彈甚麼樂器之類的嗎,10,10,13,10,8,14,13
哦∼,10,10,13,10,8,14,13
所以你有加社團嗎,10,10,13,10,8,14,13
哦自己學∼,10,10,13,10,8,14,13
哦那蠻厲害的欸自學的話,10,10,13,10,8,14,13
哦哦,10,10,13,10,8,14,13
嗯嗯嗯,10,10,13,10,8,14,13
哦∼很酷欸,10,10,13,10,8,14,13
你為甚麼會叫那個綽號,10,10,13,10,8,14,13
嗯,10,10,13,10,8,14,13
哦∼我為甚麼會叫這個綽號就是嗯…我是那種熟起來的話會很ㄎㄧㄤ的人,10,10,13,10,8,14,13
不是，就是很嗨的那種,10,10,13,10,8,14,13
也可以說是很智障啦，就是要熟起來，重點是要熟起來,10,10,13,10,8,14,13
呵呵呵呵∼就是我如果，像我如果跟很熟的人，我很喜歡跟他們講就是網路上看到好笑的事或者是甚麼笑話之類的,10,10,13,10,8,14,13
講一個笑話嗎可是我…,10,10,13,10,8,14,13
真的很冷的那種欸,10,10,13,10,8,14,13
就是你知道有一隻黑貓跟一隻白貓，這個你有聽過嗎,10,10,13,10,8,14,13
蛤,10,10,13,10,8,14,13
不是，欸？是嗎？可是聽過就不好笑了欸,10,10,13,10,8,14,13
不是不是不是不是∼就是有一隻黑貓跟白貓,10,10,13,10,8,14,13
然後他們兩個走在路上，然後那個白貓它就不小心掉到水裡，然後那個黑貓就跳下去救它,10,10,13,10,8,14,13
那你知道白貓上來之後跟黑貓說了甚麼嗎,10,10,13,10,8,14,13
不知道，你要不要猜一下,10,10,13,10,8,14,13
好,10,10,13,10,8,14,13
嗯，就它被救上來之後它會說甚麼,10,10,13,10,8,14,13
不知道，答案是「喵∼」，呵呵呵呵∼就是類似這種的,10,10,13,10,8,14,13
因為我自己本身就是笑點比較低，所以我就看到這個然後就會大爆笑的那種，然後就會跟他們分享，然後重點就是他們都覺得不好笑，但我自己覺得很好笑,10,10,13,10,8,14,13
對我就是真的笑點很低的那種,10,10,13,10,8,14,13
然後所以就是我平常還喜歡看任何搞笑的影片，像如果是韓劇的話我就喜歡那種好笑的韓劇，或是綜藝節目甚麼的,10,10,13,10,8,14,13
對對對就是很舒壓那種，然後你就不用動腦,10,10,13,10,8,14,13
對阿,10,10,13,10,8,14,13
對我是真的會滑到手機沒電的那種,10,10,13,10,8,14,13
就是我會忍不住…,10,10,13,10,8,14,13
對阿就是很短阿然後…,10,10,13,10,8,14,13
就是因為有壓力所以才要紓壓阿,10,10,13,10,8,14,13
